text,Gold Label
Trump is the most corrupt president in our modern history.,no topic
".@JulianCastro puts the DNC ""on notice""

Castro says the DNC needs to create ""a presidential primary system that actually reflects the diversity of this country and of this Party""

Castro said if the DNC Chair doesn't pledge to do so in 2024 ""that person should not be the Chair."" https://t.co/gAbQvYsAYn","governance, social cultural"
"Under Dems’ Trump impeachment justification, Lincoln would’ve been impeached https://t.co/Ufg4nncRL6 https://t.co/5RgmtaUpTA",governance
Are journalists concerned about release of John Solomon's phone records? Some have tried to make him an outcast journalist. Does that make it OK for powerful chairman to publish his phone records? Isn't that worrisome? https://t.co/DRiGNQhFh8,governance
"He’s a criminal. Period.
https://t.co/83RJ4JFzK9",no topic
".@Boeing's crisis isn't just about a technical failure—it's about how our government is bending over backwards for giant corporations at the expense of everyone else. It's corruption, plain and simple.
https://t.co/YHjLd3VAB0",governance
"I just wrapped up my townhall on the Iowa caucuses and the order of our primaries.

We had a great conversation, and one that our party has needed for a long time. I hope you’ll chip in and join us in this movement 👉 https://t.co/CbPzuwc5bM https://t.co/Cyy3xqwupN",governance
"Tonight's victory has sent a powerful message that now is the time to think big, not small.

Now is the time to have the guts to take on the corporate and financial elite of this country.

This is our moment.

Chip in to our campaign now: https://t.co/xKt1PYIt65",no topic
"Incredible people, great Rally! https://t.co/3i6tgfqrRl",no topic
"Tonight we say to Michael Bloomberg and other billionaires: Sorry, you’re not going to buy this election. https://t.co/15sVnuPxwR",no topic
"We’ve got one shot to make Donald Trump a one-term president, and how we talk about each other in this debate matters. Tearing each other down didn’t work in 2016, and it won’t work in 2020. #DemDebate",no topic
"The movement @realDonaldTrump has built is unlike anything we have ever seen.
 
Tens of thousands came to Dallas to show their support, and they are ready to #KeepAmericaGreat in 2020! https://t.co/VJLdcO4mCe",no topic
Have questions about where and how to caucus? Text NEVADA to 46866 and we’ll help guide you through the process.,no topic
"These kids and their families suffered unimaginable horror and loss. This past weekend—7 years to the day of the Sandy Hook massacre—they won the state championship.

They give me hope, and can teach us all a lesson about resilience in the face of tragedy.
https://t.co/lXNxCA8fg8",safety
"I stand w/the 8,000 @SEIU1199NW health care workers striking for safe staffing &amp; patient safety at Swedish.

I encourage Swedish to work w/@SEIU1199NW to come to an agreement w/these critical health care workers who do important work &amp; deserve to be treated w/dignity &amp; respect.","health, economic, safety"
Trump is a guerilla politician and it will take a guerilla politician to defeat him; establishment politics can only win against establishment politicians. Trump has already changed the game and now we have to too: the only real risk lies in NOT doing that https://t.co/KkIrbQPJTM,no topic
"Cleaner, faster, more accessible public transportation will make everyone’s life better. Mike will #GetItDone. 

Big things are coming: https://t.co/4urF5VLHn9 https://t.co/AZO8Waf7rO",economic
Educators deserve fair pay and good benefits that allow them to take care of themselves and their families. I stand with @iftaft and the Decatur teaching assistants—they deserve a #FairContract now. https://t.co/IrThYwmQDs,"education, economic"
"As president, Mike will protect Dreamers, like Eduardo in @NCforMike -- ending immigration policies that run counter to American values. 
https://t.co/fU3kpKjoOX https://t.co/0i8z0aHuJ5",immigration
"I must admit that Lyin’ Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN “anchorman” Don Lemon, the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough, another of the low I.Q. individuals!",no topic
"So interesting that, when I announced Trump National Doral in Miami would be used for the hosting of the G-7, and then rescinded due to Do Nothing Democrat/Fake News Anger, very few in Media mentioned that NO PROFITS would be taken, or would be given FREE, if legally permissible!",no topic
"Trump's denial of climate change doesn't make it any less real. We need a president who understands the urgency and imminence of our climate crisis. We need action, and we need it now. https://t.co/Gfykft0lqg",environmental
"California voters:

If you are registered No Party Preference (NPP) and vote by mail in California, today is the LAST day you can request a Democratic crossover ballot in order to support our campaign and still vote by mail.

Click here to get your ballot: https://t.co/OQS8xsZpgj https://t.co/ThxjVmezja",no topic
".@MLB is proposing to cut 42 Minor League Baseball clubs.

This has nothing to do with what's good for baseball and everything to do with greed.

It would destroy thousands of jobs and devastate local economies.

I'm urging @MLB Commissioner Manfred to stop this proposal. https://t.co/89AZduYrlT",economic
"Watch this video to learn how you can help prevent the spread of respiratory diseases like the novel #coronavirus (#COVID19). To learn more, visit https://t.co/4OjZj2JLBS. https://t.co/vlDXaXKu94","health, COVID"
This interview with @Dbongino is your antidote to the Schiff sham impeachment show..... https://t.co/KI6QnOXmrf,governance
"“I’m with a veterans’ group that meets every 2nd Thursday at IHOP &amp; there’s at least 30 veterans there — most of them from Vietnam,” Ronnie said

“They’ve waited years to get their disability &amp; now since  @realDonaldTrump is in office, things are flowing better!”

Via @AbateMedia https://t.co/o7TuC27zVc",military
"“Democrats repeatedly claimed impeachment was an urgent matter, but now Nancy Pelosi uses stall tactics to obstruct the Senate.” @replouiegohmert @HeyTammyBruce @FoxNews  It’s all part of the Impeachment Hoax!",governance
Trans athletes are not a threat. We need to protect trans kids—and all LGBTQ+ kids—and ensure they feel safe and welcomed at school. I urge the Arizona legislature to reject this cruel bill. https://t.co/9ALVjeIBiv,"social cultural, education, safety"
"@NBCAsianAmerica When I am president, this country's gun policy will be written by the American people, not the NRA. We will:

☑️Expand background checks
☑️End the gun show loophole and straw purchases
☑️Ban assault weapons
☑️Keep guns out of the hands of domestic abusers and stalkers

#AAPI2020",safety
"We’re just one month away from the Iowa caucus and now is the time to knock doors, make phone calls and get people involved. Join us live from our canvass launch in Waterloo, IA and sign up at https://t.co/nIMpJix9jw https://t.co/mvl0otRnaz",no topic
"Let’s be clear: Whenever someone hears the term “Medicare for all who want it,” it really means “Medicare for all who can afford it.” #MedicareForAll is the gold standard—that’s how we make sure everyone gets health care. #DemDebate","social programs, health"
"Last but certainly not least, Stop 14 on the #AllOfAmerica tour: The @Linn_County_Dem's Hall of Fame! I always love coming to Cedar Rapids — thanks for helping me start and end this amazing trip @LizMathis1 @MDonahueforIA @SenatorRobHogg https://t.co/EAwgATnbuK",no topic
"Acting DNI @RichardGrenell is Succeeding, Angering Traitors @AmbassadorRice &amp; @RepAdamSchiff https://t.co/RruUq4EQgt #Newsmax",no topic
Go to the YouTube. Take a look at Joe Biden's record of trying to cut Social Security. #DemDebate https://t.co/JGlWBqwQpn,social programs
